Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
5 Bed Townhouse with En Suite at Royal Villas,"22, Royal villas, Lavington",5,6,5 bedroom townhouse for rent in Lavington,"KSh 180,000/ month"
4 Bed Townhouse with Swimming Pool at Kileleshwa Crescent,"56, Kileleshwa crescent, Kileleshwa",4,5,4 Bedroom Townhouse in Kileleshwa,"KSh 180,000/ month"
4 Bed House with En Suite in Karen,Karen,4,7,New Houses - Gated Community,"KSh 550,000/ month"
2 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",2,2,Beautiful furnished 2 bedroom cottage for rent...,"KSh 400,000/ month"
5 Bed House with En Suite at Redhil Road,"57, Redhil Road, Nyari, Westlands",5,6,Ambassadorial 5 bedroom home with a swimming po...,"KSh 500,000/ month"
3 Bed House with En Suite in Karen,Karen,3,3,3 Bedrooms Fully  Furnished House In Karen,"KSh 380,000/ month"
6 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",6,7,A 6bdrm ambassadorial house to let in runda.,"KSh 4,500/ month"
2 Bed House in Thika,Thika,2,1,Spacious 2-Bedroom Apartment for Rent in Thika...,"KSh 20,000/ month"
3 Bed Villa with En Suite at Five Star Estate,"Runda Paradise, Five Star Estate, Runda, Westlands",3,4,3 bedroom all ensuite plus staff quarters Villa...,"KSh 280,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,5 Bedroom ALL ensuite Townhouse + DSQ. in Lavin...,"KSh 350,000/ month"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,4,4,4 Bedroom Townhouse for rent in five star parad...,"KSh 350,000/ month"
4 Bed Townhouse with Garden at Muthaiga North,"Muthaiga North, Kiambu Road",4,5,4 Bedroom townhouse for rent in Muthaiga North,"KSh 230,000/ month"
4 Bed Townhouse with Staff Quarters at Kamakis,"Kamakis, Ruiru",4,5,"4 Bedroom townhouse for rent in Ruiru, Kamakis.","KSh 145,000/ month"
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,4,4,"4br Townhouse, Kiambu Road","KSh 250,000/ month"
3 Bed House with Staff Quarters in Garden Estate,"Garden Estate, Roysambu",3,4,Garden estate ; 3 Bedroom  cottage  plus office...,"KSh 150,000/ month"
4 Bed Townhouse with En Suite at Kiambu Road,Kiambu Road,4,4,"4br Townhouse, Kiambu Road","KSh 325,000/ month"
4 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",4,5,Lovely 4 Bedroom Townhouse For Rent in Nyari,"KSh 360,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,,5 bedroom house gated community for rent in run...,"KSh 450,000/ month"
4 Bed House with En Suite at Muthaiga Road,"55, Muthaiga Road, Muthaiga",4,5,ideal home where warmth meets practicality!,"KSh 490,200/ month"
4 Bed House with En Suite at Muthaiga Road,"77, Muthaiga Road, Muthaiga",4,5,"Fully Renovated Home in Old Muthaiga, Nairobi","KSh 490,200/ month"
4 Bed House with En Suite at Spring Valley Road,"44, Spring valley road, Spring Valley, Westlands",4,4,Also available furnished  stunning Four-Bedroom...,"KSh 450,000/ month"
4 Bed House with En Suite at Rosslyn Heights,"40, Rosslyn Heights, Rosslyn, Westlands",4,5,Rosslyn Heights,"KSh 360,000/ month"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,4,4 bedroom townhouse to rent in runda,"KSh 250,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 bedroom house to rent in runda,"KSh 650,000/ month"
3 Bed Townhouse with En Suite in Ridgeways,Ridgeways,3,,3 bedroom townhouse plus dsq for rent,"KSh 200,000/ month"
4 Bed House with Staff Quarters in Kiambu Road,Kiambu Road,4,5,4 Bedroom House available for rent,"KSh 170,000/ month"
4 Bed House with En Suite at New Kitisuru,"New Kitisuru, Kitisuru, Westlands",4,4,4 Bedroom Furnished House for Rent in New Kitis...,"KSh 450,000/ month"
4 Bed Townhouse with Staff Quarters at Ridgeways Estate,"Ridgeways Estate, Kiambu Road",4,5,4 Bedroom House available for Rent in Ridgeways,"KSh 250,000/ month"
1 Bed House with Garden in Runda,"Runda, Westlands",1,,Fully furnished 1 bedroom  for rent in runda,"KSh 80,000/ month"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,5,LAVINGTON 4 BEDROOM TPWNHOUSE TO LET,"KSh 300,000/ month"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",4,4,4 Bedrooms All ensuit Plus Dsq Private Garden,"KSh 360,000/ month"
4 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands",4,4,Exquisite Villas for Rent,"KSh 582,750/ month"
4 Bed House at Kibiko,"Kibiko, Ngong",4,3,"4 Bedroom Maisonette to Let- Pamora Villas, Kib...","KSh 70,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 bedroom house to rent in runda,"KSh 500,000/ month"
4 Bed Villa with En Suite at Migaa,"Migaa, Kiambu Town",4,6,COUNTRY HOMES TO LET,"KSh 200,000/ month"
5 Bed Townhouse with En Suite at Convent Drive,"42, Convent Drive, Lavington",5,6,5 Bedroom Duplex Apartment with DSQ to Rent in...,"KSh 340,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,5,4 Bedroom Standalone Townhouse for Rent in Rund...,"KSh 450,000/ month"
6 Bed Villa with En Suite at Kitisuru Rd,"Kitisuru Rd, Kitisuru, Westlands",6,7,6 Bedroom Ambassadorial Villa for rent with a 2...,"KSh 1,200,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,5 Bedrooms TownHouse with Private garden,"KSh 350,000/ month"
5 Bed House in Runda,"Runda, Westlands",5,4,A Nice 5 Bedrooms House For Rent In Runda,"KSh 250,000/ month"
4 Bed Townhouse in Runda,"Runda, Westlands",4,4,"4 Bedrooms TownHouse For Rent In Runda ,Along K...","KSh 320,000/ month"
5 Bed House in Runda,"Runda, Westlands",5,5,5 Bedrooms House For Rent In Runda,"KSh 580,000/ month"
5 Bed Villa with En Suite in Lavington,Lavington,5,5,Luxurious 5-Bedroom All Ensuite + DSQ Villa for...,"KSh 350,000/ month"
3 Bed House with En Suite in Runda,"Runda, Westlands",3,,3 bedroom house for rent in runda,"KSh 200,000/ month"
5 Bed Townhouse with En Suite at Ololua Close,"Ololua Close, Karen",5,5,5 Bedroom Townhouse for Rent at Karen Nairobi,"KSh 400,000/ month"
3 Bed House with En Suite at Matasia,"Matasia, Ngong",3,3,"Three bedrooms Bungalow for rent in Ngong, Mata...","KSh 45,000/ month"
5 Bed Townhouse with En Suite at Mzima Springs,"67, Mzima springs, Lavington",5,6,The tranquil confines of an exclusive gated com...,"KSh 580,000/ month"
5 Bed Townhouse with En Suite at Convent Drive,"89l, Convent Drive, Lavington",5,6,Discover the allure of classic charm in this di...,"KSh 650,000/ month"
5 Bed Townhouse with En Suite at Off Convent Drive,"56, Off convent Drive, Lavington",5,6,5 Furnished townhouse,"KSh 400,000/ month"
5 Bed Townhouse with En Suite at Off Convent Drive,"66, Off Convent Drive, Lavington",5,6,5 Bedroom Townhouse to Rent in Lavington,"KSh 320,000/ month"
4 Bed Townhouse with En Suite at Off Convent Drive,"78, Off convent Drive, Lavington",4,6,The expansive beautiful modern pent house is lo...,"KSh 280,000/ month"
6 Bed Townhouse with En Suite at Gitanga Road,"51, Gitanga Road, Lavington",6,7,Townhouse to Rent in Lavington,"KSh 320,000/ month"
6 Bed Townhouse with En Suite at Convent Drive,"71, Convent Drive, Lavington",6,7,Townhouse to Rent in Lavington,"KSh 280,000/ month"
4 Bed House with En Suite at Rosslyn Falls Opposite Nyari Estate,"Opposite Nyari estate Rosslyn falls, Rosslyn Falls opposite Nyari estate, Nyari, Westlands",4,5,Rosslyn falls estate newly built 4brd all ensui...,"KSh 500,000/ month"
2 Bed House with Garden in Kyuna,"Kyuna, Westlands",2,3,KYUNA; 2 Bedroom furnished cottage with a priva...,"KSh 180,000/ month"
3 Bed House with Garden in Runda,"Runda, Westlands",3,,RUNDA; 2 Bedroom   cottage plus office to Let,"KSh 110,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 bedroom house to rent in runda,"KSh 520,000/ month"
5 Bed Villa with En Suite in Lavington,Lavington,5,,Executive 5 bedroom Villa for Rent in Lavington,"KSh 300,000/ month"
5 Bed House with En Suite at Kaumoni Road,"Kaumoni Road, Loresho, Westlands",5,4,5 Bedrooms,"KSh 400,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 bedroom house to rent in runda,"KSh 580,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,5 bedrooms All ensuit Fully Furnished and servi...,"KSh 400,000/ month"
3 Bed Villa with En Suite in Athi River,Athi River,3,2,3 BEDROOM MASTER ENSUITE VILLAS READY TO MOVE I...,"KSh 75,000/ month"
4 Bed Townhouse with En Suite at Convent Drive,"45, Convent Drive, Lavington",4,5,This lovely townhouse is within a gated,"KSh 320,000/ month"
6 Bed House with Staff Quarters in Runda,"Runda Nairobi, Runda, Westlands",6,7,A 6bdrm ambassadorial house to let in runda.,"KSh 400,000/ month"
3 Bed House with En Suite in Kiambu Town,Kiambu Town,3,4,🏡✨ Elegant 3-Bedroom Ensuite Home for Rent in...,"KSh 75,000/ month"
4 Bed Townhouse with Swimming Pool in Westlands Area,"Westlands Area, Westlands",4,4,4-Bedroom Corner Townhouse for rent in a Tranqu...,"KSh 350,000/ month"
2 Bed House in Karen,Karen,2,,2bdr Karen,"KSh 65,000/ month"
6 Bed House with En Suite at Kitisuru,"kitisuru, Kitisuru, Westlands",6,7,Luxury Living! Modern 6 Bedroom House in Kitisu...,"KSh 1,000,000/ month"
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,6,A perfect home in a secure gated compound,"KSh 500,000/ month"
4 Bed House in Karen Hardy,Karen Hardy,4,,Karen kerarapon,"KSh 100,000/ month"
5 Bed Villa with En Suite at Karen,Karen,5,5,5 bedroom plus DSQ,"KSh 450,000/ month"
4 Bed Townhouse with En Suite at Hamisi Road,"45, Hamisi road, Lavington",4,6,Townhouse to Rent in Lavington,"KSh 250,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 Bedroom House to let in Runda,"KSh 648,000/ month"
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",5,4,5 Bedrooms To Let in Runda,"KSh 375,609/ month"
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",5,6,New listing- perfect family home,"KSh 650,000/ month"
4 Bed Townhouse with En Suite at Garden City,"Garden City, Thika Road",4,3,Exquisite 4 bedroom with Dsq to Let in Garden C...,"KSh 200,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,Modern 5 Bedroom ALL ensuite Townhouse plus DSQ...,"KSh 250,000/ month"
4 Bed House with En Suite in Karen,Karen,4,4,New 4 Bedroom Family homes plus DSQ in Karen ar...,"KSh 500,000/ month"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,4,A 4 bedroom  townhouse to let,"KSh 450,000/ month"
4 Bed House with En Suite at Lakeview,"lakeview, Lower Kabete, Westlands",4,4,Stunning 4-Bedroom Residential House for Rent,"KSh 500,000/ month"
5 Bed Townhouse with En Suite in Loresho,"Loresho Nairobi, Loresho, Westlands",5,6,A 5bdrm townhouse to let in loresho.,"KSh 5,000/ month"
3 Bed House with En Suite in Kiambu Road,Kiambu Road,3,3,Exquisite 3 Bedroom Fully Furnished House - 5 S...,"KSh 250,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,N/A,Lavington conveniently located near lavington m...,"KSh 320,000/ month"
4 Bed Villa with En Suite in Kikambala,Kikambala,4,4,🌴 Exquisite 4-Bedroom Beachfront Villa with DS...,"KSh 25,000/ month"
5 Bed House with En Suite at Nyari Central,"Nyari, Nyari central, Westlands",5,5,Nyari estate 5 brd all ensuite with a pool,"KSh 500,000/ month"
5 Bed House with En Suite at Westland,"WESTLAND, Runda, Westlands",5,6,5 Bedroom Standalone  ambassadorial house To Le...,"KSh 647,500/ month"
4 Bed Villa with En Suite in Karen,Karen,4,5,Magnificent 4 Bedroom villa for rent in Karen,"KSh 300,000/ month"
4 Bed Townhouse with En Suite in Karen,Karen,4,4,New 4 Bedroom All Ensuite Townhouse For Rent in...,"KSh 270,000/ month"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,4,4 Bedroom All ensuite Townhouse + Dsq,"KSh 300,000/ month"
5 Bed Villa with En Suite in Lavington,Lavington,5,6,New Luxurious 5 bedroom Ensuite Villas in Lavin...,"KSh 420,000/ month"
5 Bed House with En Suite in Karen,Karen,5,5,5 bedrooms House in One acre Gated community In...,"KSh 410,000/ month"
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",5,5,Stunning 5-Bedroom House  Ensuite + DSQ and Gar...,"KSh 400,000/ month"
2 Bed House with En Suite in Runda,"Runda, Westlands",2,3,Furnished Guest House For Rent In Runda,"KSh 170,000/ month"
4 Bed House with Backup Generator in Kiambu Road,Kiambu Road,4,,4 bedroomed House in Kiambu road,"KSh 170,000/ month"
4 Bed House with En Suite in Karen,Karen,4,,4 Bedroom  All ensuite House to let in Karen,"KSh 350,000/ month"
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",5,6,5 Bedrooms townhouse to let in Kitisuru,"KSh 290,000/ month"
6 Bed House with En Suite in Gigiri,"Gigiri, Westlands",6,5,6 bedroom house to rent in gigiri,"KSh 450,000/ month"
5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",5,6,A 5bdrm ambassadorial house to let in runda.,"KSh 4,000/ month"
1 Bed House with En Suite in Runda,"Runda, Westlands",1,1,Fully furnished guest wing for rent in Runda,"KSh 100,000/ month"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,,Exquisite 5 bedroom Townhouse in a Gated Commun...,"KSh 900,000/ month"
5 Bed Townhouse in Lavington,Lavington,5,N/A,Lavington  5 bedrooms plus dsq modern townhouse...,"KSh 350,000/ month"
5 Bed House with En Suite at Off Runda Grove,"4, Off Runda Grove, Runda, Westlands",5,6,Exclusive 5 Bedroom stand alone villa for rent...,"KSh 550,000/ month"
4 Bed Villa with En Suite at Karen,Karen,4,4,4 bedroom plus DSQ,"KSh 550,000/ month"
4 Bed Townhouse with En Suite in Karen,Karen,4,4,New 4 Bedroom Townhouses  plus DSQ in Karen,"KSh 350,000/ month"
4 Bed Townhouse with En Suite in Syokimau,Syokimau,4,3,Furnished House To Let in Syokimau- 4 Bedroom,"KSh 175,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,N/A,Brand new townhouse which is a 5 bedrooms all E...,"KSh 550,000/ month"
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,6,5 Bedrooms Townhouse to let along Lower Kabete,"KSh 1,100,155/ month"
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,6,Magnificent 5 Bedroom Townhouse To Let in Lower...,"KSh 970,730/ month"
3 Bed House with En Suite at Varsityville,"Eastern bypass, Varsityville, Ruiru",3,2,STUNNING 2 & 3 BEDROOM HOUSES TO LET IN RUIRU K...,"KSh 90,000/ month"
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,5 bedroom townhouse to rent in lower kabete,"KSh 1,070,000/ month"
4 Bed House in Redhill,Redhill,4,3,"4 Bedrooms House For Rent In Redhill,Along Limu...","KSh 130,000/ month"
6 Bed Townhouse with En Suite at Westland,"WESTLAND, Loresho, Westlands",6,7,A TOWNHOUSE FOR RENT IN LORESHO,"KSh 600,000/ month"
5 Bed Villa with En Suite in Karen,Karen,5,4,5 Bedrooms Villa to let in Karen,"KSh 608,415/ month"
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,5,N/A,Lavington Located in a sought after a nice quie...,"KSh 370,000/ month"
2 Bed House with En Suite in Runda,"Runda, Westlands",2,,Fully furnished 2 bedroom house for rent in run...,"KSh 150,000/ month"
5 Bed Townhouse with En Suite at Karen,Karen,5,5,5 bedroom plus DSQ,"KSh 450,000/ month"
2 Bed House with Swimming Pool at Runda,"Runda, Westlands",2,1,"2br Furnished Cottage, Runda","KSh 150,000/ month"
5 Bed House with Staff Quarters at Gigiri,"Gigiri, Westlands",5,3,"5br House, Gigiri","KSh 360,000/ month"
1 Bed House with En Suite at Nyari,"Nyari, Westlands",1,1,"1br Furnished, Nyari","KSh 100,000/ month"
6 Bed Villa with En Suite at Karen,Karen,6,6,6 bedroom plus DSQ,"KSh 600,000/ month"
4 Bed House with En Suite at Karura Avenue,"Karura Avenue, Muthaiga",4,4,4 Bedrooms,"KSh 765,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,5 BEDROOMS,"KSh 830,000/ month"
5 Bed House with En Suite at Runda Glory Road,"Runda Glory road, Runda, Westlands",5,5,5 BEDROOMS,"KSh 580,000/ month"
5 Bed House with En Suite at Runda Glory Road,"Runda Glory road, Runda, Westlands",5,5,5 BEDROOMS,"KSh 510,000/ month"
5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",5,6,Brand New Home for Rent in Loresho,"KSh 550,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,6,Enchanting 5 Bedrooms All Ensuite To Let in Run...,"KSh 430,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,6,Charming 5 Bedroom Townhouse To Let in Lavingto...,"KSh 250,000/ month"
4 Bed Villa with En Suite in Muthaiga,Muthaiga,4,5,"Fully Renovated Home in Old Muthaiga, Nairobi","KSh 517,000/ month"
5 Bed Townhouse with En Suite at Off Convent Drive 44,"55, Off convent Drive 44, Lavington",5,6,Discover elegance,"KSh 280,000/ month"
4 Bed Townhouse with En Suite in Karen Hardy,Karen Hardy,4,5,Newly built cosy homes in a compound,"KSh 400,000/ month"
2 Bed House with En Suite in Runda,"Runda, Westlands",2,,2 Bedroom Guest wing for rent in Runda,"KSh 65,000/ month"
4 Bed Townhouse with En Suite at Runda Kiambu Rd.,"Runda Kiambu Rd., Kiambu Road",4,5,Modern 4Bed Town House In Runda.,"KSh 350,000/ month"
4 Bed Townhouse with Swimming Pool at Ineza Estate,"Ineza Estate, Kiambu Road",4,4,4 Bedroom townhouse for rent in Ineza Estate,"KSh 260,000/ month"
4 Bed Townhouse with En Suite at Ruaka,"Near Norbrook, Ruaka, Banana, Muchatha and Banana",4,5,Ruaka - Tigoni - Limuru Road  : 4 Bedroom Townh...,"KSh 110,000/ month"
5 Bed House with En Suite at Platinum Estate,"Banana, Platinum Estate, Muchatha and Banana",5,4,RUAKA :  5 Bedroom Townhouse in a Gated Communi...,"KSh 110,000/ month"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,4,3,Elegant 4-Bedroom Villa For Rent Along Kiambu R...,"KSh 180,000/ month"
7 Bed Townhouse with En Suite at Nkoroi,"Off Merisho Road, Nkoroi, Ongata Rongai",7,3,5 bedroom Town House with Additional 2 bedroom...,"KSh 160,000/ month"
4 Bed Townhouse with En Suite in Lavington,Lavington,4,5,5 Bedroom Townhouse to Rent in Lavington - 3KE1...,"KSh 275,000/ month"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,4,5,Modern 4-Bedroom Furnished Townhouse with DSQ o...,"KSh 390,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,N/A,Lavington in a  well secured gated community 5...,"KSh 500,000/ month"
4 Bed Townhouse with En Suite in Athi River,Athi River,4,5,Spacious 4 bedroom all ensuite townhouses with...,"KSh 47,500/ month"
4 Bed Villa with En Suite at Garden City,"Garden City, Thika Road",4,3,Exquisite 4 bedroom with Dsq to Let in Garden C...,"KSh 200,000/ month"
2 Bed Villa in Ongata Rongai,Ongata Rongai,2,1,2 Bedroom Newly Built Maissonate for Rent,"KSh 35,000/ month"
6 Bed Villa with En Suite in Loresho,"Loresho, Westlands",6,6,Brand new homes all en-suite 5 Bedroom Villas o...,"KSh 650,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,6,Exclusive 5 Bedroom House For Rent in Runda,"KSh 450,000/ month"
5 Bed Townhouse at Kiambu Road,"Kiambu road, Kiambu Road",5,5,Kiambu road 3&4&5 bedroom +Dsq to let,"KSh 180,000/ month"
2 Bed House with En Suite in Runda,"Runda, Westlands",2,2,2 Bedroom Furnished Guest House For Rent In Run...,"KSh 150,000/ month"
4 Bed Townhouse with En Suite at Runda Gardens,"Runda Gardens, Runda, Westlands",4,4,"4br Townhouse, Runda","KSh 260,000/ month"
5 Bed Townhouse with En Suite at Off Convent Drive,"78, Off convent Drive, Lavington",5,6,5 Bedroom Townhouse to Rent in Lavington,"KSh 250,000/ month"
5 Bed House with Garden in Loresho,"Loresho, Westlands",5,,5bedrooms standalone House  in Loresho,"KSh 350,000/ month"
4 Bed Villa with En Suite in Lavington,Lavington,4,5,VILLAS,"KSh 250,000/ month"
7 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",7,,New 7 bedroom's house for rent in kitiusuru est...,"KSh 500,000/ month"
